,address,age,mail,name,sex,username,Cust_id,Probability
622,"9327 Smith Junction
Ryanmouth, NJ 41551",34,kmack@hotmail.com,Robert Cooper,M,smithcharles,622,0.001836665
623,"74911 Renee Place Apt. 455
Morrisland, DC 18466",39,joseph21@hotmail.com,Christina Chase,F,gwilliams,623,0.000649259
624,"973 Miller Burg
Dixonhaven, TX 72588",34,eric26@yahoo.com,Brandi Rich,F,garciaseth,624,0.0009449
625,"21011 Kristina Parks
Randyshire, ND 61223",43,jacobsrobert@hotmail.com,Mikayla Jones,F,vanessa08,625,0.001775392
626,"49031 Wanda Skyway Apt. 890
Shanefort, IN 35723",26,anthonygarcia@yahoo.com,Jesse Hernandez,M,freemanjeffrey,626,0.001067382
627,"643 Amanda Turnpike Apt. 132
Cherylmouth, NC 32075",34,ronaldwilliams@gmail.com,Jonathan Mendez,M,palmerjames,627,0.000385268
628,"1023 Campbell Spring
Juanchester, LA 40134",38,walter06@hotmail.com,Heidi Smith DDS,F,hubbardmichael,628,0.000693071
629,"773 Lauren Estate
West Nathanfort, VT 11002",31,jamesramos@yahoo.com,Jason Cox,M,michaelroberts,629,0.001227946
630,"6628 Michael Passage
Wilsonfort, DE 86578",38,alexandrabenjamin@hotmail.com,Spencer Neal,M,qduke,630,0.000637834
631,"2244 Todd Terrace
Jeffreytown, IN 47193",36,ann78@gmail.com,Heather Moss,F,chaneyronald,631,0.000736155
632,"84835 Tucker Extensions
Lake Ronniefurt, WA 05837",44,emoore@yahoo.com,Jose Murphy,M,pearsondaniel,632,0.002202333
633,"2977 Greg Club
Delgadoland, NC 11757",45,michaelapowell@hotmail.com,Andrew Guzman,M,patrick19,633,0.000194027
634,"31490 Craig Extensions Apt. 322
Scottton, ND 62668",34,abigail02@hotmail.com,Christopher Ballard,M,kristinjohnston,634,0.000874018
635,"30887 James Gateway
Port Samuelborough, MD 30917",32,stephen17@hotmail.com,Alexander Cline,M,skinnerkeith,635,0.000686301
636,"76819 Shannon Ville
North Tammychester, OR 20953",35,david56@yahoo.com,Lindsey Greene,F,darrengonzales,636,0.000947391
637,"963 Woodard Mall
New Alyssaburgh, WA 23178",37,dhiggins@gmail.com,Steven Allen,M,john64,637,0.000271604
638,"USS Elliott
FPO AP 58043",26,dmoore@gmail.com,Tanya Ingram,F,michaelgonzalez,638,0.002220758
639,"10839 Williams Spurs Suite 402
Gregoryside, VT 25299",27,williamsthomas@yahoo.com,Jennifer Santana,F,rsaunders,639,0.002144342
640,"95844 Stacy Rest
Lake Antonio, AR 10753",28,huntermcgrath@hotmail.com,Walter Jackson,M,aphillips,640,0.000369032
641,"20899 Jeremy Centers Apt. 905
Priscillaville, OR 39253",51,wongcody@yahoo.com,Gary Brown,M,ewalker,641,0.00374393
642,"PSC 7002, Box 6607
APO AA 46915",47,ycox@hotmail.com,Terry Nguyen,M,okirby,642,0.000111887
643,"22466 Miller Flat
Jamiemouth, GA 36830",31,timothy23@hotmail.com,Matthew Anderson,M,hopkinsbradley,643,0.007230329
644,"PSC 7049, Box 1843
APO AE 57685",53,scottmontgomery@hotmail.com,Brenda Pittman,F,carneydamon,644,0.002153954
645,"12397 Nelson Crest Suite 247
Craigville, CO 02660",25,pacekimberly@hotmail.com,Troy Jones,M,amandaowen,645,0.000271817
646,"477 Lucas Summit Apt. 047
Port Andrew, MS 95769",55,ashleyfreeman@yahoo.com,Stephen Wong,M,englishkim,646,0.0010798
647,"1358 Katherine Creek
Port Dylanville, DE 93909",23,lambertthomas@hotmail.com,Fred Morales,M,johnmurray,647,0.001687226
648,"5420 Angela Green Suite 865
South Francesbury, WY 45843",31,mossfrancisco@yahoo.com,Ashley Lutz MD,F,roger69,648,0.001561174
649,"543 Stephanie Pine
Rodriguezview, MD 72686",35,kimberlyhernandez@hotmail.com,Karen English,F,qlowery,649,4.93E-05
650,"131 Hansen Lake
South Robertaland, AK 84666",27,harrismichael@yahoo.com,Brandon Romero,M,astephens,650,0.002277865
651,"3692 Elizabeth Camp Apt. 497
Mcgeeton, WY 29799",29,simssophia@yahoo.com,Steven Rivera,M,tamara87,651,0.000507578
652,"5399 Alexis Fords Apt. 667
Carterton, AR 43850",28,jacksonrobert@gmail.com,Gary Mann,M,joseph90,652,0.001958709
653,"59232 Ross Green
South James, MT 07464",36,schneidermichael@hotmail.com,Christopher Hicks,M,travisedwards,653,0.003658575
654,"Unit 9863 Box 6541
DPO AE 41067",50,jpatterson@gmail.com,Amy Mccormick,F,steven17,654,0.000226193
655,"162 Melanie Mountains
Jasmineton, TN 69266",33,thomas85@gmail.com,Logan Turner,M,dsimon,655,0.000494681
656,"4326 Shepard Fort
Clarkmouth, IN 95980",39,jennifer90@hotmail.com,Zachary Holmes,M,angelamartinez,656,0.006924219
657,"29352 Larry Glens
Mindyshire, MT 02803",28,eduardo72@yahoo.com,Charles Howell,M,blackwellbeth,657,0.000885834
658,"3380 Rice Ferry
Williamsville, CO 11386",21,rstrong@hotmail.com,Debra Chandler,F,hamiltonrobert,658,0.002058543
659,"03270 Kristin Fords Apt. 343
Port Zacharyshire, NE 23494",42,megan55@hotmail.com,Kim Rodriguez,F,camachodeanna,659,0.002255637
660,"96177 Kathryn Plains Apt. 211
Nicholsonland, SC 37545",46,lopezamber@hotmail.com,Eric Myers,M,obrienjon,660,0.00126859
661,"50942 Adrian Ports Apt. 881
West Pamelamouth, LA 47155",49,chad19@gmail.com,Toni Acevedo,F,hudsondean,661,0.000829349
662,"82649 Robert Orchard Apt. 760
Peterfurt, MD 82820",39,williamsisaac@hotmail.com,Christina Hamilton,F,iwilliams,662,7.06E-05
663,"299 Kevin Flats Apt. 507
East Thomas, WI 24864",37,vazquezstephen@gmail.com,Matthew Wiley,M,kenneth45,663,0.000991763
664,"92203 Davis Road
North Carriestad, VA 98010",51,sherirodriguez@gmail.com,Candice Johnson,F,andersonashley,664,0.000175935
665,"90556 Valdez Trafficway Apt. 911
Wallsberg, WV 19620",39,ashley47@hotmail.com,Eric Cole,M,elizabethgonzalez,665,4.87E-06
666,"18816 Todd Stream Apt. 115
Johnsonview, DE 24120",38,ftaylor@hotmail.com,Mr. Paul Nguyen,M,ryan52,666,0.000661237
667,"72549 Mitchell Groves
New Jennifer, AL 73020",41,welchdanielle@hotmail.com,Gregory Lopez,M,blankenshipcynthia,667,0.001534328
668,"USNS Vargas
FPO AE 11422",36,whayes@hotmail.com,Laura Casey,F,elizabeth46,668,0.000533182
669,"PSC 0063, Box 7075
APO AA 14901",31,znicholson@hotmail.com,Joe Mcpherson,M,codyacevedo,669,0.001666203
670,"415 Barnett Estates
Brianstad, MO 32688",38,ggreen@gmail.com,Kevin Browning,M,xmartin,670,0.001281887
671,"01001 Hoffman Grove Apt. 328
Teresafort, MO 55410",39,pamela88@hotmail.com,Grace Hardin,F,wagnersydney,671,0.001042373
672,"23879 Austin Forest Apt. 718
North Alicia, GA 85960",36,diana76@yahoo.com,Dustin Morris,M,bryansmith,672,0.003512871
673,"PSC 8831, Box 9448
APO AP 63479",29,lopezkatherine@yahoo.com,Shirley Stewart,F,williamsdanielle,673,0.000156522
674,"6122 Delgado Stream
East Richard, OK 77701",35,tiffanybailey@hotmail.com,Heather Schmidt,F,tgonzalez,674,0.002971703
675,"9229 Sharp Village Apt. 906
West Jessica, SC 36376",38,mitchelljason@yahoo.com,Karen Peck,F,hgonzalez,675,0.000853976
676,"Unit 6595 Box 4319
DPO AP 10942",33,walkerbradley@yahoo.com,Pam Sanders,F,elizabethhays,676,0.001066277
677,"177 Willie Neck Suite 618
North Vanessaberg, ME 74829",32,smithtaylor@hotmail.com,Jessica Young,F,michael42,677,0.000138874
678,"3247 Jonathan Common Suite 232
Port Edwardhaven, ND 89943",40,timothysmith@gmail.com,Walter Rangel,M,hannahfritz,678,0.00230652
679,"62551 Jillian River Suite 697
North Petertown, IN 67848",38,grantjennifer@yahoo.com,Mary Mitchell,F,bradshawolivia,679,0.002330414
680,"9495 Franklin Walk
Christinachester, VT 85799",42,zwatson@hotmail.com,Christopher Brown,M,tanner06,680,0.000381316
681,"400 Erin Port
Port Matthewside, TN 87737",34,megan66@gmail.com,Sean Wilson,M,yjohnson,681,0.001511904
682,"PSC 6732, Box 2745
APO AA 69500",32,laura37@yahoo.com,Daniel Clayton,M,hallen,682,0.000194899
683,"295 Heidi Valley Suite 144
North Robertmouth, LA 43409",39,heather91@hotmail.com,Nicole Gallegos,F,jsoto,683,0.002327606
684,"568 Jonathan Cove
New James, CT 39419",26,butlermatthew@hotmail.com,Peter Flores,M,mollygonzalez,684,0.002744552
685,"25178 Michele Burgs Apt. 504
West Thomas, VT 56690",28,gbarajas@gmail.com,Cathy Allen,F,buckleydarren,685,0.002500501
686,"88559 Scott Junctions Suite 209
Williamchester, HI 45620",65,phorton@gmail.com,Jennifer Miller,F,jacquelinegardner,686,1.13E-06
687,"46592 Alexis Squares
Stacymouth, ND 16716",34,nblake@hotmail.com,Troy Sheppard,M,englishannette,687,0.00061712
688,"Unit 1518 Box 4320
DPO AA 30034",48,nicole68@gmail.com,Michael Armstrong,M,francorachel,688,0.000578731
689,"30775 Clarence Camp
East Carla, AL 55362",49,mccarthytimothy@yahoo.com,Charles Brooks,M,tina77,689,0.002596171
690,"002 Long Burg
Benjaminside, TX 34100",52,smithmaria@gmail.com,Angela Brown,F,zacharybrown,690,0.003171125
691,"682 Charles Run Suite 461
Tonyaland, DC 32798",28,jenniferswanson@hotmail.com,Mark Horton,M,rmadden,691,0.000594678
692,"67451 Jackson Expressway Suite 330
Lindaside, IA 92085",41,tyler16@yahoo.com,Darlene Sanchez,F,amorgan,692,0.004080809
693,"860 Chang Knoll
New Katrinafurt, WI 80939",37,jonespatricia@hotmail.com,Stephanie Andrews,F,sbarker,693,0.003945137
694,"08385 Charles Tunnel
New Holly, NH 47048",29,jesse82@hotmail.com,Francisco Williams,M,christine39,694,0.000152431
695,"56210 Natalie Plains
North Erika, HI 91708",31,tinaburton@yahoo.com,David Allen,M,coxvirginia,695,0.001368054
696,"2279 Richards Street Apt. 801
Port Michaelburgh, MD 85773",31,yharris@gmail.com,David Palmer,M,tamara34,696,0.001345413
697,"534 Nicholas Plain
West Matthew, CO 06260",50,rhayden@hotmail.com,Alan Newton,M,monicawatkins,697,0.000383694
698,"06260 Booker Road
South Michael, NC 31115",46,jenkinsmark@gmail.com,Teresa Winters,F,sandracruz,698,0.000178737
699,"0548 Jensen Burgs
Angelaville, AL 16963",25,miguellawrence@yahoo.com,Angel Young,F,longheather,699,0.000208722
